candidate_id,candidate_intent,difficulty_hint,escalation_hint,golden_intent,escalation_required,escalation_reason,expected_action,resolution_criteria,review_notes,conversation_id,total_turns,customer_turns,company_turns,first_customer_message,customer_messages,company_responses,intent_score_hint,selection_reason
G0129,product_issue,medium,True,,,,,,,2522243,6,3,3,@AmazonHelp Sir I am still waiting for your call ? Item is still not cancelled @115850 @115851 @115821,@AmazonHelp Sir I am still waiting for your call ? Item is still not cancelled @115850 @115851 @115821 || @AmazonHelp I don't see order getting cancelled ...also I clearly see this as fraud activity performed by amazon where it lists items using fake sellers with some lucrative offer and then holding the customers money in their account @115851 @115821 || @AmazonHelp I got a mail saying product is cancelled but on the site it still is in dispatched state. Can I know till when are you going to hold my money ? and who is going to pay for the interest ? shame on you @115821 @115851,"@718351 I get your concern about the order delivery, Manish. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach out to you with further assistance. ^SV || @718351 Our team has sent a correspondence to your registered email address. Kindly check it here: https://t.co/fYrzNInVt2. ^AP || @718351 I understand your concern regarding the order cancellation. Please reply to the email you've received from social media team. ^AP",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0130,product_issue,medium,False,,,,,,,2115538,6,3,3,"@AmazonHelp Not sure, haven't opened it yet because again, I collect boxes and mine looks like it's been thrown around. Not sure why there isn't anything protecting it. No bubble wrap or peanuts","@AmazonHelp Not sure, haven't opened it yet because again, I collect boxes and mine looks like it's been thrown around. Not sure why there isn't anything protecting it. No bubble wrap or peanuts || @AmazonHelp I have gone to your page that you have linked. This item is not yet up there to where I can leave my feedback. It doesn't change the fact that my box is damaged. I'm a collector and this is sort of useless to me now || @AmazonHelp From what I can see, it was through @115817.",@123161 I'm sorry about the delivery damage! Was the console inside damaged? ^TK || @123161 Please keep us posted. A member of our packaging team would like to further review with you here https://t.co/TOYzQB7AMB ^FD || @123161 this under the item name listed in your orders here: https://t.co/Y5jpI9gRhE. ^HC (2/2),2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0131,product_issue,medium,False,,,,,,,1386506,6,3,3,"@AmazonHelp BTW, I've had both items less than 3 weeks. Only opened to make sure they weren't defective electronics and they sadly were.","@AmazonHelp BTW, I've had both items less than 3 weeks. Only opened to make sure they weren't defective electronics and they sadly were. || @AmazonHelp The refund doesn't really worry me, it is not confirming the item was actually received when it was dropped off that worries me. || @AmazonHelp I drop them off at an Amazon store yesterday, one package shows as being received and processed. The other doesn't show as being received","@126334 Hey - Refunds times may vary, Januari! Please see more here: https://t.co/495PxNc2oz ^CS || @126334 Once the refund is processed, we'll notify you via e-mail. Please keep us updated! ^CS || @126334 I understand your concern. Just to confirm, how long ago did you drop off the packages? ^BH",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0132,product_issue,medium,False,,,,,,,1267636,6,3,3,@AmazonHelp Review complied with all the guidelines. I posted pics and details. Been a loyal #Amazon customer in #USA since 2008 and now in #India. Sad!,@AmazonHelp Review complied with all the guidelines. I posted pics and details. Been a loyal #Amazon customer in #USA since 2008 and now in #India. Sad! || @AmazonHelp Thank you. How will they contact me? And how do they know which order number this is in reference to? || @AmazonHelp Item was already returned. I refused to accept damaged product. Pls read original tweet. Issue is that @115850 rejected my product review.,@240244 guidelines here: https://t.co/NL0u2rPBfv. 2/2 ^SB || @240244 Sorry for the unpleasant experience.  I will have this feedback forwarded to the concerned team internally. ^MK || @240244 email correspondence that was sent to you by our team. 3/3 ^NK,2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0133,product_issue,medium,False,,,,,,,176450,4,2,2,@AmazonHelp They can barely understand me and visa-versa which is the first issue. This is 2nd set that has arrived damaged.  They are saying they can only refund as the item is no longer available yet I can go to Amazon and plenty are available.,@AmazonHelp They can barely understand me and visa-versa which is the first issue. This is 2nd set that has arrived damaged.  They are saying they can only refund as the item is no longer available yet I can go to Amazon and plenty are available. || @AmazonHelp There is some date they are saying that prevents them sending a replacement until Monday.  So they are refunding.  I am now speaking with a supervisor.,"@157514 I'm sorry for the poor experience. That's not the type of service we aim to provide. It appears that that item has a damaged piece, correct? What options are being provided?  ^FJ || @157514 Hmm, that is certainly peculiar. Is a replacement available as an option when you check here: https://t.co/rctQ59dXFy? Please let us know! ^FD",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0134,product_issue,medium,False,,,,,,,1386508,6,3,3,"@AmazonHelp BTW, I've had both items less than 3 weeks. Only opened to make sure they weren't defective electronics and they sadly were.","@AmazonHelp BTW, I've had both items less than 3 weeks. Only opened to make sure they weren't defective electronics and they sadly were. || @AmazonHelp The refund doesn't really worry me, it is not confirming the item was actually received when it was dropped off that worries me. || @AmazonHelp The second package still allows me to print a return slip to return it.","@126334 Hey - Refunds times may vary, Januari! Please see more here: https://t.co/495PxNc2oz ^CS || @126334 Once the refund is processed, we'll notify you via e-mail. Please keep us updated! ^CS || @126334 I understand your concern. Just to confirm, how long ago did you drop off the packages? ^BH",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0135,product_issue,medium,True,,,,,,,2522241,4,2,2,@AmazonHelp Sir I am still waiting for your call ? Item is still not cancelled @115850 @115851 @115821,@AmazonHelp Sir I am still waiting for your call ? Item is still not cancelled @115850 @115851 @115821 || @AmazonHelp I don't see order getting cancelled ...also I clearly see this as fraud activity performed by amazon where it lists items using fake sellers with some lucrative offer and then holding the customers money in their account @115851 @115821,"@718351 I get your concern about the order delivery, Manish. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach out to you with further assistance. ^SV || @718351 Our team has sent a correspondence to your registered email address. Kindly check it here: https://t.co/fYrzNInVt2. ^AP",2,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0136,account_issue,easy,False,,,,,,,2690666,2,1,1,@AmazonHelp Yes to reset the password. We have reset the account after waiting 5 hours we have had the verification code sent and changed it but it’s still not letting us sign in with the new or old password. It started because we had an email saying the email address has been changed,@AmazonHelp Yes to reset the password. We have reset the account after waiting 5 hours we have had the verification code sent and changed it but it’s still not letting us sign in with the new or old password. It started because we had an email saying the email address has been changed,@756420 I'm sorry for any aggravation! Has your mother received any e-mails back from Amazon regarding the account? ^DD,3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0137,account_issue,easy,False,,,,,,,741616,2,1,1,"@AmazonHelp Tried to login, used wrong password, sent verification code many times, nothing has arrived. Checked spam as well.","@AmazonHelp Tried to login, used wrong password, sent verification code many times, nothing has arrived. Checked spam as well.","@297366 We'd be glad to assist you with this, Pablo! Without posting personal account information, tell us more about your situation.^FR",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0138,account_issue,easy,False,,,,,,,2901063,2,1,1,@AmazonHelp Ive been trying to access my account but need to have a verification code emailed to me. I have tried several times to contact customer svcs but need to login in first which I can’t do without a code. I’ve asked 3 times over 3 hours and received one code after 2 hrs which expired,@AmazonHelp Ive been trying to access my account but need to have a verification code emailed to me. I have tried several times to contact customer svcs but need to login in first which I can’t do without a code. I’ve asked 3 times over 3 hours and received one code after 2 hrs which expired,"@803600 I'm sorry for the trouble, Beverly! Without including personal information, could you tell us a bit more about what's going on? Is this an ongoing issue that has given you multiple failed attempts? Please keep us posted! We want to help! ^SD",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0139,account_issue,easy,False,,,,,,,2435009,4,2,2,"@AmazonHelp Can't login it says Account locked

Your account has been locked for security purposes. Please check your email for instructions on how to unlock your account.","@AmazonHelp Can't login it says Account locked

Your account has been locked for security purposes. Please check your email for instructions on how to unlock your account. || @AmazonHelp I can't sign in my account it is locked","@698685 Hi there, I'm so sorry to hear that, please contact us here: https://t.co/jzvkhdlrK5 so that we can look into this with you! ^VF || @698685 We'd like to look into this with you. Please choose to skip log in at the bottom of the page and leave us your details here: https://t.co/5dINh2SzfF ^MH",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0140,account_issue,easy,False,,,,,,,2901067,4,2,2,@AmazonHelp Ive been trying to access my account but need to have a verification code emailed to me. I have tried several times to contact customer svcs but need to login in first which I can’t do without a code. I’ve asked 3 times over 3 hours and received one code after 2 hrs which expired,@AmazonHelp Ive been trying to access my account but need to have a verification code emailed to me. I have tried several times to contact customer svcs but need to login in first which I can’t do without a code. I’ve asked 3 times over 3 hours and received one code after 2 hrs which expired || @AmazonHelp Thank you.,"@803600 I'm sorry for the trouble, Beverly! Without including personal information, could you tell us a bit more about what's going on? Is this an ongoing issue that has given you multiple failed attempts? Please keep us posted! We want to help! ^SD || @803600 I'm sorry, please see this link for account issues: https://t.co/2ssBJeU8t7 ^SJ",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0141,account_issue,easy,False,,,,,,,2825612,2,1,1,"@AmazonHelp Is not two step verification.
Two step login... One page to enter id, another page to enter password...","@AmazonHelp Is not two step verification.
Two step login... One page to enter id, another page to enter password...",@191152 You can disable Amazon's Two-Step Verification by following the steps from this Help page: https://t.co/0H10jS5o2v. ^AR,3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0142,account_issue,easy,False,,,,,,,1170018,4,2,2,"@AmazonHelp I'm not getting to a place to enter my password: I get a 500 when it sends me to any login screen. If I open in incognito, I can sign in.","@AmazonHelp I'm not getting to a place to enter my password: I get a 500 when it sends me to any login screen. If I open in incognito, I can sign in. || @AmazonHelp I was able to get it to work by clearing application cache memory. For a while it wasn't recognizing the site, so it didn't clear properly.","@395200 Oh no! We are here to help, Michael! Are you still having problems after resetting your password? ^HM || @395200 We'd like to help look into this with you. Please reach out to us by phone at this link here: https://t.co/oPkZ4TwULK ^VS",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0143,account_issue,easy,False,,,,,,,2727072,4,2,2,@AmazonHelp https://t.co/vCw4EsIQbd,"@AmazonHelp https://t.co/vCw4EsIQbd || @AmazonHelp You just linked to a page that requires me to sign in. And it's clear from the lengthy notes I sent you, I can't log in... fml.","@120919 We're here to help! Without providing account or personal information, can you please tell us more about what's happened? ^AC || @120919 I'm sorry for the trouble. We'd like to look into this further, please send us more info here: https://t.co/o88bLKZEFy ^LS",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0144,account_issue,easy,False,,,,,,,1308036,4,2,2,@AmazonHelp I have one email from “Wanda S” and one generic customer feedback email. I’ve been trying to speak with Wanda again but have not been able,"@AmazonHelp I have one email from “Wanda S” and one generic customer feedback email. I’ve been trying to speak with Wanda again but have not been able || @AmazonHelp I cannot log in, the error says ""password is incorrect"" even after resetting. This happened on Tuesday 10/24, I was able to call and unlock","@425658 I'm sorry for the frustration. Have you received an e-mail regarding your account from our Accounts team? ^EB || @425658 I'm sorry but we don't have an option to send you directly to Wanda, but is there something we can assist with?  ^AG",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0145,account_issue,medium,False,,,,,,,277214,10,5,5,"@AmazonHelp That it is being referred to a ""specialist team"" who will be in touch ""within 24 hours"". It's now been six days...","@AmazonHelp That it is being referred to a ""specialist team"" who will be in touch ""within 24 hours"". It's now been six days... || @AmazonHelp No I haven't || @AmazonHelp Yes. 4 times now. || @AmazonHelp I can't log in to that link. It says my password is incorrect. Should I try resetting the password again? || @AmazonHelp Can I please get an update on this?","@182227 Hi Matan. What advise were you given when you called? ^RL || @182227 Hi Matan, did you receive an email from the Account specialist at all? Please check your spam folder too. ^AT || @182227 When you've spoken with us, have we offered to pass your details along to an Account Specialist for you? ^LB || @182227 I'd like a member of our team to look into this for you. Please provide details here: https://t.co/o256b1sJR6 ^JF || @182227 No, just choose 'skip sign in'.  ^JF",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0146,account_issue,medium,True,,,,,,,1873876,10,5,5,"@AmazonHelp No, I have not received anything. I have just sent an email using the link as calling got no results.","@AmazonHelp No, I have not received anything. I have just sent an email using the link as calling got no results. || @AmazonHelp Not working. https://t.co/agJVJmHm23 || @AmazonHelp I have rung this number, and I have also sent an email. 24 hours later and still no response. 17 years a customer and you plan to lose me? || @AmazonHelp The only email I received was about resetting my password which failed to unlock my account. Amazon emails do not go into my spam folder. || @AmazonHelp That takes me to a screen asking me to log in! I can't log in because you have disabled my account!",@559457 Hi Matthew- Have you received any communication regarding your account? Has info been requested to reopen the acc? ^NV || @559457 Try reaching out here so we can check this for you Matthew https://t.co/zH8UlhTGcc ^KM || @559457 Strange - I have just tried and it's working - could you try a different browser pls ? ^TD || @559457 Have you received an e-mail with instructions on how to unlock your account? Please check any junk/spam folders. ^LB || @559457 A specialist from my team would like to reach out to you personally. Please share a little info here: https://t.co/sx7iTLx3f2 ^JZ,3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0147,account_issue,medium,False,,,,,,,665142,12,6,6,@AmazonHelp Yes I've changed email address,@AmazonHelp Yes I've changed email address || @AmazonHelp I forgot my password and its sending my reset link to __email__ to which I no longer have access. Its __email__ now. || @AmazonHelp .com || @AmazonHelp I can't log in without my password. || @AmazonHelp I have sent an email outlining exactly what I have outlined in the stream of tweets. Thank you for your assistance. || @AmazonHelp no movement yet..,"@278528 Sorry to hear this - are you having issues with the email / password combination ? ^TD || @278528 And what error message are you receiving ? ^TD || @278528 It seems we still have the old email address -  which Website (.com / .co.uk / .in / etc) would you normally log in to ? ^TD || @278528 Thanks - please contact us so we can assist :  https://t.co/hApLpMlfHN  ^TD || @278528 Try this link that doesn't require logging in to contact us.  https://t.co/zYVX1Qi29G ^EM || @278528 No worries, here to help. Keep us posted. ^TP",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0148,account_issue,medium,True,,,,,,,29950,8,4,4,@AmazonHelp I was told I'd receive an email to reset my password since my account was hacked and 5 phone calls later nothing.,@AmazonHelp I was told I'd receive an email to reset my password since my account was hacked and 5 phone calls later nothing. || @AmazonHelp  https://t.co/b5RacHAicP || @AmazonHelp I can't log in to my account to even do that. That's the issue. I have Zero access cause it's been hacked. || @AmazonHelp Sent.,"@122588 I'm sorry to hear that Heather. Have you been given any advice since the issue began? ^DC || @122588 Have you checked your junk/spam folders to make sure the e-mails aren't getting filtered out? ^MJ || @122588 Please provide a few more details and a member of my team will personally look into this further: https://t.co/N3eoiSF1lL ^SD || @122588 No problem, Heather! Below the Sign In button there is the option to Skip Sign In. Click on that since you don't have access.",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0149,account_issue,medium,False,,,,,,,608110,6,3,3,"@AmazonHelp Can't log into my Amazon account. Keeps saying password is incorrect even after changing it, or using a verification code. I've tried clearing browser cache/cookie data on all my devices and it still won't let me in. It was after making a purchase last night.","@AmazonHelp Can't log into my Amazon account. Keeps saying password is incorrect even after changing it, or using a verification code. I've tried clearing browser cache/cookie data on all my devices and it still won't let me in. It was after making a purchase last night. || @AmazonHelp I did not, besides those for password reset and verification codes. Still can't access my account. || @AmazonHelp I've tried with .com and .es
No difference, can't enter my Amazon account even after another password change, still shows as ""incorrect"".","@264535 We'd like to address your concerns. Without providing any personal or account information, can you tell us more about any issues you're having?^CN || @264535 Hey, did you get any emails from us about your account? Please check your spam/junk mail as well. ^MA || @264535 Sorry to hear about the account issues you've been having. Can I ask which Amazon site you are attempting to access (.com / .co.uk / .es / etc)?^TI",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0150,account_issue,medium,False,,,,,,,608112,8,4,4,"@AmazonHelp Can't log into my Amazon account. Keeps saying password is incorrect even after changing it, or using a verification code. I've tried clearing browser cache/cookie data on all my devices and it still won't let me in. It was after making a purchase last night.","@AmazonHelp Can't log into my Amazon account. Keeps saying password is incorrect even after changing it, or using a verification code. I've tried clearing browser cache/cookie data on all my devices and it still won't let me in. It was after making a purchase last night. || @AmazonHelp I did not, besides those for password reset and verification codes. Still can't access my account. || @AmazonHelp I've tried with .com and .es
No difference, can't enter my Amazon account even after another password change, still shows as ""incorrect"". || @AmazonHelp Understood. I've just sent the email, and I'll wait for a response.","@264535 We'd like to address your concerns. Without providing any personal or account information, can you tell us more about any issues you're having?^CN || @264535 Hey, did you get any emails from us about your account? Please check your spam/junk mail as well. ^MA || @264535 Sorry to hear about the account issues you've been having. Can I ask which Amazon site you are attempting to access (.com / .co.uk / .es / etc)?^TI || @264535 I'm so sorry that this is happening! We'd like to give this the attention it needs. Please visit this link so we can help you resolve this matter: https://t.co/jzvkhd3Qlv

Please keep us updated! ^SA",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0151,account_issue,medium,False,,,,,,,2435011,6,3,3,"@AmazonHelp Can't login it says Account locked

Your account has been locked for security purposes. Please check your email for instructions on how to unlock your account.","@AmazonHelp Can't login it says Account locked

Your account has been locked for security purposes. Please check your email for instructions on how to unlock your account. || @AmazonHelp I can't sign in my account it is locked || @AmazonHelp Done hope you guys get back to me","@698685 Hi there, I'm so sorry to hear that, please contact us here: https://t.co/jzvkhdlrK5 so that we can look into this with you! ^VF || @698685 We'd like to look into this with you. Please choose to skip log in at the bottom of the page and leave us your details here: https://t.co/5dINh2SzfF ^MH || @698685 When you click on the link, it will take you to a sign in page. Under where it says keep me signed in, you will see if you don't have an account or can't access your account, you can skip sign in. Just click the blue skip sign in. ^AY",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0152,account_issue,medium,False,,,,,,,277211,8,4,4,"@AmazonHelp That it is being referred to a ""specialist team"" who will be in touch ""within 24 hours"". It's now been six days...","@AmazonHelp That it is being referred to a ""specialist team"" who will be in touch ""within 24 hours"". It's now been six days... || @AmazonHelp No I haven't || @AmazonHelp Yes. 4 times now. || @AmazonHelp I can't log in to that link. It says my password is incorrect. Should I try resetting the password again?","@182227 Hi Matan. What advise were you given when you called? ^RL || @182227 Hi Matan, did you receive an email from the Account specialist at all? Please check your spam folder too. ^AT || @182227 When you've spoken with us, have we offered to pass your details along to an Account Specialist for you? ^LB || @182227 I'd like a member of our team to look into this for you. Please provide details here: https://t.co/o256b1sJR6 ^JF",3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0153,account_issue,medium,False,,,,,,,665145,10,5,5,@AmazonHelp Yes I've changed email address,@AmazonHelp Yes I've changed email address || @AmazonHelp I forgot my password and its sending my reset link to __email__ to which I no longer have access. Its __email__ now. || @AmazonHelp .com || @AmazonHelp I can't log in without my password. || @AmazonHelp I have sent an email outlining exactly what I have outlined in the stream of tweets. Thank you for your assistance.,@278528 Sorry to hear this - are you having issues with the email / password combination ? ^TD || @278528 And what error message are you receiving ? ^TD || @278528 It seems we still have the old email address -  which Website (.com / .co.uk / .in / etc) would you normally log in to ? ^TD || @278528 Thanks - please contact us so we can assist :  https://t.co/hApLpMlfHN  ^TD || @278528 Try this link that doesn't require logging in to contact us.  https://t.co/zYVX1Qi29G ^EM,3,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0154,account_issue,hard,False,,,,,,,870183,10,5,5,@AmazonHelp I anmol with sharing my details. Let people know that I am a genuine customer. I want some responsible person to handle this.,@AmazonHelp I anmol with sharing my details. Let people know that I am a genuine customer. I want some responsible person to handle this. || @AmazonHelp No I have not. I have forgotten my password. Need to get my internet up n running. I will. But what is the point? NO RESOLITION. || @AmazonHelp No I am not worried. I have a lot of options. Amazon has let me down as a business. I don't feel u value ur customers. || @AmazonHelp I have spoken your call center n giving feedback since last 1 year nothing has happened. This is irresponsible behaviour n lack of ownership || @AmazonHelp C I have already given u my registered email address y nobody is willing to call me. This is avoidance.,"@326613 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG(1/2) || @326613 Sorry for the trouble. Could you please confirm if you've shared your details in the above link? ^HN || @326613 Please don't worry. We'll be waiting for your info to help you. Apparently we don't have an option to give [1/2] ^HA || @326613 Apologies, Sachin. I'll definitely forward this feedback internally to our concerned team for a review. ^SK || @326613 details in the link provided to you earlier and we'll look into this. (2/2)^SQ",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0155,account_issue,hard,True,,,,,,,179290,8,4,4,"@AmazonHelp How can I do that when my account is on hold and I am unable to log in, and this is the first thing this page requires? 

When I call customer services all I am getting is ""Its not my fault, I cant do anything, you just have to wait for the account team""

Hardly customer-focussed","@AmazonHelp How can I do that when my account is on hold and I am unable to log in, and this is the first thing this page requires? 

When I call customer services all I am getting is ""Its not my fault, I cant do anything, you just have to wait for the account team""

Hardly customer-focussed || @AmazonHelp So the form says that someone will be in touch inside 12hrs, it's now considerably over that without contact.

This is now the sixth day I've been on hold for something that should have been resolved in two days. || @AmazonHelp Just checked everything again including spam and all other filters, no response and the only contact from Amazon this morning has been an order update and a marketing email. || @AmazonHelp And done - https://t.co/7IaKLRgz4z","@158252 I'm so sorry for the trouble! Please provide your details here: https://t.co/5j3qK6cshB, so we can look further into it for you. ^WJ || @158252 There's a link toward the bottom that says skip sign in. Please click that and provide the details so we can look into this. ^TR || @158252 Hello, Have you checked your emails including your spam folder for any updates ? ^CR || @158252 I've checked and can't see your details. Can you please fill in the form once again and let me know when you've submitted it? ^RL",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0156,account_issue,hard,True,,,,,,,179288,10,5,5,"@AmazonHelp How can I do that when my account is on hold and I am unable to log in, and this is the first thing this page requires? 

When I call customer services all I am getting is ""Its not my fault, I cant do anything, you just have to wait for the account team""

Hardly customer-focussed","@AmazonHelp How can I do that when my account is on hold and I am unable to log in, and this is the first thing this page requires? 

When I call customer services all I am getting is ""Its not my fault, I cant do anything, you just have to wait for the account team""

Hardly customer-focussed || @AmazonHelp So the form says that someone will be in touch inside 12hrs, it's now considerably over that without contact.

This is now the sixth day I've been on hold for something that should have been resolved in two days. || @AmazonHelp Just checked everything again including spam and all other filters, no response and the only contact from Amazon this morning has been an order update and a marketing email. || @AmazonHelp And done - https://t.co/7IaKLRgz4z || @AmazonHelp No, the Web interface, using my twitter handle with the @ and the international dialling code for my phone number.","@158252 I'm so sorry for the trouble! Please provide your details here: https://t.co/5j3qK6cshB, so we can look further into it for you. ^WJ || @158252 There's a link toward the bottom that says skip sign in. Please click that and provide the details so we can look into this. ^TR || @158252 Hello, Have you checked your emails including your spam folder for any updates ? ^CR || @158252 I've checked and can't see your details. Can you please fill in the form once again and let me know when you've submitted it? ^RL || @158252 Sorry your details are not arriving in our queue, are you using a mobile device? ^JJ",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0157,account_issue,hard,False,,,,,,,420958,10,5,5,"@AmazonHelp Just an automated email. I have provided your support guys the new account detail daily, no further progress. Automated emails still arrivie","@AmazonHelp Just an automated email. I have provided your support guys the new account detail daily, no further progress. Automated emails still arrivie || @AmazonHelp Subject ""Your Amazon Payments Account"". In order to continue shopping with Amazon Payments, we request that you open a new Amazon account, || @AmazonHelp I cannot login to the original account, it is locked || @AmazonHelp Open a new account, provide details and the orders, kindle, etc will be transferred. I have done this via CS as reply to email bounces back || @AmazonHelp Yes, still bounces. I have supplied the information daily for two weeks direct to CS via chat who say they pass it on","@215326 Have you received an email from an account specialist atall? ^KM || @215326 Hi Stuart- What is being asked in these emails? Are you asked to provide additional info? ^NV || @215326 Hi Stuart, are you able to sign in here - https://t.co/wE3Oe5XYAh using your login details? ^TP || @215326 What exactly does the last email advise? ^PK || @215326 Strange. Have you tried replying from another browser or device if available? ^PK",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0158,account_issue,hard,False,,,,,,,1422825,12,6,6,@AmazonHelp I need to speak to someone about this. Need a phone number NOW,"@AmazonHelp I need to speak to someone about this. Need a phone number NOW || @AmazonHelp SPeaking to someone now. Doesn't seem to know the difference between Buyer account and Seller account. New password reset not working. || @AmazonHelp Buying account now okay but selling account is still suspended. If it's not resolved sharpish I will use @115931 || @AmazonHelp I am Selling a USED item. Why do I need blessing to sell USED ITEMS? Really Amazon, it's roadblock after roadblock. || @AmazonHelp Not on *this* issue. I'm getting frustrated with Amazon's systems - I haven't sold on Amazon for a while, SFW? Why suspend my account? || @AmazonHelp Hahahahahahahahahahahaaaaaa You think? You honestly think I would be taking this onto Twitter if hadn't already tried that? Bwqaahahahahahs","@309803 I'm sorry! Have you received any e-mails from our Account Specialists? Please be sure to check junk/spam. ^SB || @309803 Please reach us here: https://t.co/lMGeOreQ2R, you won't be asked to login to get in touch. ^EZ || @309803 Please keep us posted on the resolution of the call. We want to make sure you're taken care of. ^JM || @309803 Thanks for confirming Paul. With regards your selling acc was any info provided? Have you reached out to Seller Support? ^NV || @309803 Have you received any emails from the Seller Support team ? Have they advised you what is required ? ^TD || @309803 We don't have access to account details here. Pls reach out to seller support, click 'help' https://t.co/020mNecsBp ^KM",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0159,account_issue,hard,False,,,,,,,777223,12,6,6,@AmazonHelp Still awaiting for money which suppose to be credited one month back,"@AmazonHelp Still awaiting for money which suppose to be credited one month back || @AmazonHelp This what my app is showing, can see any mail https://t.co/N8KyhG92R3 || @AmazonHelp It's asking for login again, why I have to do so many things to get my money || @AmazonHelp It's still not done, Satish from your team got in touch with me on mail &amp; promised to get it done on 15th Oct but still its not reflected, are guys fooling me around. Worst experience from #AmazonIndia || @AmazonHelp What you want me to show? , you guys have promised my money will get transferred on 15th, stick your words dude || @AmazonHelp Completely pissed off, you made my Diwali worst",@305548 Looks like you had an unpleasant experience with us. Could you elaborate the query? We'd like to help. ^VM || @305548 I'm sorry you haven't received the money. May I know if you have received any email with refund reference number? ^SH || @305548 https://t.co/FVHYVvYegY and we'll reach out to you. (2/2) ^VM || @305548 Kindly share your details by logging into your account so that we have your details to assist you with your concern. ^SA || @305548 We have responded to you over email. You can check the latest update here: https://t.co/NL72Zt3t1a ^RW || @305548 Sorry for the delay in resolving your query. Kindly reply to the email sent by us and we'll get in touch with you soon. ^AK,1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
G0160,account_issue,hard,False,,,,,,,870185,12,6,6,@AmazonHelp I anmol with sharing my details. Let people know that I am a genuine customer. I want some responsible person to handle this.,@AmazonHelp I anmol with sharing my details. Let people know that I am a genuine customer. I want some responsible person to handle this. || @AmazonHelp No I have not. I have forgotten my password. Need to get my internet up n running. I will. But what is the point? NO RESOLITION. || @AmazonHelp No I am not worried. I have a lot of options. Amazon has let me down as a business. I don't feel u value ur customers. || @AmazonHelp I have spoken your call center n giving feedback since last 1 year nothing has happened. This is irresponsible behaviour n lack of ownership || @AmazonHelp My question is will u listen to the calls. U r not even acknowledging that. This is ur service? I have lost faith in ur service. || @AmazonHelp My name is Sachin Sadanand Aphale. Please confirm ur name so that I know who I am speaking to.,"@326613 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG(1/2) || @326613 Sorry for the trouble. Could you please confirm if you've shared your details in the above link? ^HN || @326613 Please don't worry. We'll be waiting for your info to help you. Apparently we don't have an option to give [1/2] ^HA || @326613 Apologies, Sachin. I'll definitely forward this feedback internally to our concerned team for a review. ^SK || @326613 details in the link provided to you earlier and we'll look into this. (2/2)^SQ || @326613 Kindly fill your details and we'll listen to all the calls and get back to you. ^SH",1,"Heuristic candidate for manual golden-set review; verify intent, escalation, action and resolution criteria."
