golden_id,conversation_id,query,gold_intent,top1_intent,top1_score,first_matching_intent_rank,top1_match,mrr,latency_ms,recall_at_1,recall_at_3,recall_at_5,recall_at_10,top1_rag_id,top2_rag_id,top2_intent,top2_score,top3_rag_id,top3_intent,top3_score,top4_rag_id,top4_intent,top4_score,top5_rag_id,top5_intent,top5_score,top6_rag_id,top6_intent,top6_score,top7_rag_id,top7_intent,top7_score,top8_rag_id,top8_intent,top8_score,top9_rag_id,top9_intent,top9_score,top10_rag_id,top10_intent,top10_score
GLD0070,1012805,"@AmazonHelp I called so many times in day,
But no outcomes found. || @AmazonHelp See the new step from Amazon, order cancelled Yesterday at 5:22 am and still package arrived at Pune,
#amazonpaybalance https://t.co/6KCG04YHCj || @AmazonHelp I'm just sent screen shots,
Yesterday I called Amazon,
And they told that, your package is about to reach at Pune from bhiwandi, || @AmazonHelp Yes",order_cancellation,delivery_shipping,0.6318,0,0,0.0,21.73,0,0,0,0,RAG00047,RAG04714,delivery_shipping,0.6256,RAG04280,general_support,0.6173,RAG04283,general_support,0.6162,RAG00280,delivery_shipping,0.612,RAG00093,delivery_shipping,0.6037,RAG00344,delivery_shipping,0.5981,RAG00342,delivery_shipping,0.5951,RAG00389,delivery_shipping,0.594,RAG01614,return_replacement,0.5913
GLD0071,285051,"@AmazonHelp Filled the form half an hour ago. No reply
Never gonna buy anything from @115850  in future and encourage others to do the same. || @AmazonHelp Its again half and hour no call from your side !! Should i cancel all orders?? || @AmazonHelp I think earliest have diff meanings in ur and my dictionary. Its been more than 12 hours no contact yet. @115850  sucks!! || @AmazonHelp No emails from your side !!",order_cancellation,delivery_shipping,0.7223,2,0,0.5,21.55,0,1,1,1,RAG04824,RAG04567,order_cancellation,0.7176,RAG03133,technical_app,0.7156,RAG04899,delivery_shipping,0.7064,RAG00562,payment,0.7042,RAG03773,order_cancellation,0.7024,RAG03861,order_cancellation,0.702,RAG00695,payment,0.701,RAG03729,order_cancellation,0.6994,RAG04477,general_support,0.6986
GLD0072,923700,"@AmazonHelp no they are no longer available on their release date. I have had to cancel atleast 4-5 pre-ordered books as you they were unavailable || @AmazonHelp Order # 171-0131211-6979545, 403-8195232-5165100,403-4696915-8780328,403-1661725-9494718 .....some of the orders i had to cancel #amazon || @AmazonHelp I have contacted you via email and have received a unconvincing response. Please look into it. || @AmazonHelp Will do shortly || @AmazonHelp Done",order_cancellation,refund,0.656,2,0,0.5,28.57,0,1,1,1,RAG01327,RAG03800,order_cancellation,0.6397,RAG00325,delivery_shipping,0.6228,RAG00682,payment,0.6197,RAG01783,return_replacement,0.6093,RAG04234,general_support,0.6066,RAG01713,return_replacement,0.5983,RAG01139,refund,0.5978,RAG03043,technical_app,0.5975,RAG03739,order_cancellation,0.5917
GLD0073,2633032,"@AmazonHelp Thank you. I have had an item shipped and the payment decline. Then ordered again to pay and been sent snothervto then be declined. It's all gotten very confusing. Thank you for responding, and so very promptly! || @AmazonHelp Tirns out ive beencharged twice for both. Im not trusting the seller and these are the people your link takes me to. Im looking to speak to someone at Amazon itself and not the seller please? || @AmazonHelp It's taking forever to sort. It's a charged number and Ive been on the phone 15 minutes. The contact I was given at the beginning of the call to get a call back just took me to the home page. I'm thinking the cost of this call I may as well have just excepted the double charge || @AmazonHelp Seriously??? You send me a link that takes me to the same page that was useless before. It's been sorted! Over the phone to a phone number that has charged me an unknown amount. Your link doesn't deal with that.",payment,payment,0.6961,1,1,1.0,33.9,1,1,1,1,RAG00739,RAG03964,security_fraud,0.6798,RAG00537,payment,0.6668,RAG00666,payment,0.6666,RAG04489,general_support,0.6619,RAG00490,payment,0.6577,RAG00516,payment,0.6509,RAG00570,payment,0.6475,RAG00834,payment,0.6461,RAG03440,order_cancellation,0.6439
GLD0074,973643,@AmazonHelp cannot select my debit card as payment method,payment,payment,0.7471,1,1,1.0,11.12,1,1,1,1,RAG00741,RAG00580,payment,0.7178,RAG03783,order_cancellation,0.7108,RAG00574,payment,0.6864,RAG00901,payment,0.6834,RAG00600,payment,0.6773,RAG00468,payment,0.664,RAG04222,general_support,0.6593,RAG00662,payment,0.6375,RAG00479,payment,0.6334
GLD0075,522563,@AmazonHelp I was sent a $225 gift card for Christmas which I applied to my account. Amazon immediately hijacked the funds to pay Subscribe and Save which is always paid by credit card. It's happened before but this time the response was unacceptable. Payment wasn't even due yet.,payment,payment,0.7999,1,1,1.0,15.64,1,1,1,1,RAG04912,RAG03995,security_fraud,0.719,RAG04105,security_fraud,0.7151,RAG00851,payment,0.7119,RAG00656,payment,0.6904,RAG00760,payment,0.6888,RAG00536,payment,0.684,RAG00503,payment,0.6815,RAG01681,return_replacement,0.681,RAG01013,refund,0.6807
GLD0076,1368145,@AmazonHelp My debit card is only being declined on your site because I need to 'update my payment info' no matter how many times I do it just repeats.,payment,payment,0.7008,1,1,1.0,15.9,1,1,1,1,RAG00669,RAG00468,payment,0.6806,RAG04809,payment,0.6775,RAG03783,order_cancellation,0.6455,RAG00741,payment,0.6429,RAG03701,order_cancellation,0.6417,RAG00472,payment,0.637,RAG00600,payment,0.6254,RAG04905,payment,0.6252,RAG00838,payment,0.6243
GLD0077,2954536,"@AmazonHelp so i can't get something from someone's wishlist if my payment method isn't a credit card? :( okay, thanks",payment,payment,0.6487,1,1,1.0,12.12,1,1,1,1,RAG00904,RAG00574,payment,0.6471,RAG00851,payment,0.6407,RAG00901,payment,0.6348,RAG00480,payment,0.6315,RAG00468,payment,0.6292,RAG02101,account_access,0.6262,RAG00741,payment,0.6237,RAG04877,delivery_shipping,0.6236,RAG00826,payment,0.62
GLD0078,2807296,"@AmazonHelp I confirmed the card was activated and removed and added it to amazon wallet twice. Should be fine. I did this last year with no issues. || @AmazonHelp We're writing to let you know that the payment for your Amazon Gift Card Balance Reload has been declined. The issuing bank may have declined the charge if the name, expiration date, or ZIP Code you entered at https://t.co/BIg9MPdUPB does not exactly match the bank's information.",payment,payment,0.686,1,1,1.0,24.29,1,1,1,1,RAG04912,RAG00503,payment,0.6767,RAG00468,payment,0.6746,RAG04105,security_fraud,0.6403,RAG03995,security_fraud,0.6398,RAG00735,payment,0.6376,RAG00504,payment,0.6251,RAG00502,payment,0.6217,RAG00669,payment,0.6138,RAG00494,payment,0.6089
GLD0079,1288426,"@AmazonHelp Both my payment method and shipping address were changed somehow after I placed my order last night and the CS lady told me there's nothing you can do about it. || @AmazonHelp I didn't receive an email. I did receive a panicked phone call from my mother that someone used her credit card though. It's the only reason I know that something was wrong with the order || @AmazonHelp No, she said it was my fault and that I must have chose the wrong things. I know that isn't the case as both the payment and address were put in new last night and double checked before being submitted.",payment,order_cancellation,0.6897,3,0,0.3333333333333333,23.53,0,1,1,1,RAG03598,RAG03552,order_cancellation,0.6847,RAG00838,payment,0.6845,RAG02339,account_access,0.6609,RAG04867,account_access,0.6546,RAG04518,general_support,0.6523,RAG00712,payment,0.6458,RAG00561,payment,0.6439,RAG00060,delivery_shipping,0.6428,RAG04760,delivery_shipping,0.6413
GLD0080,1959475,@AmazonHelp For phone too? || @AmazonHelp Nope it just said i can read it at kindle once its downloaded but it hasnt || @AmazonHelp Um okay so i used the normal american site and i found out there was something wrong with the payment method? I used my visa debit card || @AmazonHelp Which cards are actually acceptable for payment? || @AmazonHelp Ok so i used my maybank visa debit card and have tried FOUR times to pay using it. The same error message was sent to my email each time though i have used this same card to pre order another book. Whats actually the problem here?,payment,payment,0.8727,1,1,1.0,24.46,1,1,1,1,RAG00675,RAG00721,payment,0.6564,RAG00741,payment,0.6562,RAG03043,technical_app,0.6466,RAG00468,payment,0.6459,RAG03783,order_cancellation,0.6424,RAG00600,payment,0.6417,RAG03370,technical_app,0.6333,RAG00557,payment,0.6293,RAG00580,payment,0.6272
GLD0081,2522321,"@AmazonHelp Last week, I received a $10 promotional credit because there was going to be a shipping delay. This past Mon, it was shipping soon, Tues the shipment was delay till Dec. Was asked to agree to wait, I cancelled it. But now apparently I never bought the item || @AmazonHelp Yes, after I received noticed of the shipping delay to Dec. || @AmazonHelp I have the email. || @AmazonHelp The seller was Amazon before copies ran out. || @AmazonHelp Every time I do that, I'm basically told none of this NEVER happened. And I'm not getting a refund even though it was a shipping delay and not a payment issue. || @AmazonHelp Ive been through the chat and the phone. Nothing has been done. I have neither my item nor my money. The only thing they say was my card wasn't charged, when I know it wasn't,  I paid by gift card",payment,order_cancellation,0.744,2,0,0.5,29.59,0,1,1,1,RAG03503,RAG00799,payment,0.7165,RAG04839,delivery_shipping,0.7042,RAG00758,payment,0.6821,RAG03440,order_cancellation,0.6813,RAG00065,delivery_shipping,0.6809,RAG03570,order_cancellation,0.68,RAG01196,refund,0.6766,RAG04920,delivery_shipping,0.6761,RAG01265,refund,0.6753
GLD0082,569167,"@AmazonHelp Everytime my card is charged from amazon, it pre-auths 3 times and holds the charge 3 times for days and days. It happened with my membership monthly fee and 2 orders ive placed this month only. Really frustrating. || @AmazonHelp No info from amazon was provided. They saw the charges but told me nothing they could do bc they were pre-auth charges and would fall off. I asked why has this happened repeatedly with amazon charges? Has anyone looked at their processing off CC? And i got no answer no apology",payment,payment,0.7154,1,1,1.0,21.62,1,1,1,1,RAG00632,RAG00494,payment,0.7008,RAG00702,payment,0.6947,RAG00641,payment,0.6907,RAG00752,payment,0.6892,RAG00634,payment,0.6793,RAG00554,payment,0.6746,RAG00628,payment,0.6738,RAG00516,payment,0.6706,RAG00530,payment,0.6696
GLD0083,524920,@AmazonHelp i have already contacted the customer care via call its not helping and saying to reorder the same product as fuck!!!! when i will get my order??? Order ID :- #408-0231829-4528313 its been 3days and still not Dispatched sort this out!!! || @AmazonHelp yes i have already cancelled 2 orders because that were not Dispatched till 5-6 Days And Now I Ordered This New On Debit Card Payment for fast delivery but i getting same problem..  not dispatching from 3 days???? || @AmazonHelp Give me the contact number of CLOUDTAIL INDIA PVT LTD i will talk to them about DISPATCHING ??,payment,delivery_shipping,0.7448,4,0,0.25,26.83,0,0,1,1,RAG00390,RAG04714,delivery_shipping,0.6783,RAG00238,delivery_shipping,0.6471,RAG00758,payment,0.6442,RAG02484,account_access,0.6418,RAG04393,general_support,0.6355,RAG04733,delivery_shipping,0.6354,RAG03798,order_cancellation,0.6309,RAG04426,general_support,0.6288,RAG03745,order_cancellation,0.6284
GLD0084,2042074,@AmazonHelp None. All I ever have received from both email and on the phone is a refusal to acknowledge the error of the double charge but my bank does. || @AmazonHelp Yes but the bank says you have double charged but you refuse to acknowledge that or talk to them. This has been happening frequently.,payment,payment,0.671,1,1,1.0,17.4,1,1,1,1,RAG00634,RAG00458,payment,0.664,RAG00739,payment,0.662,RAG00666,payment,0.6493,RAG00744,payment,0.6432,RAG03964,security_fraud,0.6301,RAG00816,payment,0.6247,RAG00702,payment,0.6245,RAG00556,payment,0.6205,RAG00784,payment,0.6196
GLD0085,2877032,@AmazonHelp Kind of. I had a refund for my first subscription due to a possibility of it being fraudulent when my credit card was breached. I resigned up afterwards and have been using Prime until I went to snag a Cyber Monday deal tonight. Now I am being charged again for my membership. || @AmazonHelp That does not help me. This is the most aggravating thing. Getting a third party involved now.,payment,payment,0.756,1,1,1.0,19.55,1,1,1,1,RAG00879,RAG00704,payment,0.7147,RAG02662,prime_membership,0.7046,RAG00494,payment,0.7039,RAG00599,payment,0.7015,RAG00598,payment,0.7008,RAG02592,prime_membership,0.6997,RAG00604,payment,0.6991,RAG00820,payment,0.6983,RAG03759,order_cancellation,0.6982
GLD0086,2619709,"@AmazonHelp Amazon Music won’t work on my phone/iPad. I had an email that said it was to do with two accounts from the same email address. My own and my husbands. The Amazon Prime account is mine. || @AmazonHelp I did live chat. Much more helpful. However, while on there I figured out that it was because Amazon were attempting to take the Prime payment from an expired card. I changed the payment method. It's working now.",payment,account_access,0.8213,2,0,0.5,19.55,0,1,1,1,RAG02250,RAG00823,payment,0.6316,RAG04831,delivery_shipping,0.6313,RAG03249,technical_app,0.6312,RAG03263,technical_app,0.6225,RAG04613,technical_app,0.6217,RAG02942,prime_membership,0.6168,RAG02346,account_access,0.6074,RAG02429,account_access,0.6052,RAG02505,account_access,0.5954
GLD0087,135053,"@AmazonHelp All ready checked, I get an email when I have a transaction, and email showed declined, even though funds were more then enough for the particular purchase... || @AmazonHelp Yes I have, crossed checked my Credit Card as well, used to for other purchase on a different website but happened twice at Amazon.. || @AmazonHelp Bank has the correct info, &amp; I did put the correct billing address as mentioned with the bank, the fact that Particular Card is working with other online Portals is kind of weeee bit strange, I'd remove and try to add the card again...",payment,payment,0.7566,1,1,1.0,22.11,1,1,1,1,RAG04809,RAG00468,payment,0.745,RAG00669,payment,0.7156,RAG04877,delivery_shipping,0.6911,RAG00476,payment,0.6749,RAG04727,payment,0.6747,RAG00504,payment,0.6728,RAG04905,payment,0.6717,RAG00527,payment,0.6706,RAG00825,payment,0.6671
GLD0088,1238772,"@AmazonHelp There is no visa card issuer?! It's a One4All voucher that allows me to purchase Amazon gift cards, thus crediting my account. It's a shop bought voucher. No bank acc, no bank statement, no verify option linked to it. || @AmazonHelp OK. I'll just go and send my 4th email to Amazon with the same enquiry and complaint.

To still, more than 24 hours later, Have an locked account. 

Thanks. || @AmazonHelp I have replied to two emails now confirming that I cannot supply the information they have requested due to it being a voucher, not a visa card. Andnthe response seems generated, asking me for bank statements?! So it's like no one is even reading my emails! || @AmazonHelp Oh god. Lads, I cannot sign in!!! You've locked my account. The link you sent me is asking me to sign in?!? Are you even reading this thread?! Sorry but this is absolutely useless help!",payment,delivery_shipping,0.9039,2,0,0.5,33.58,0,1,1,1,RAG04877,RAG04771,payment,0.7544,RAG04727,payment,0.7161,RAG00488,payment,0.7107,RAG00468,payment,0.7081,RAG04809,payment,0.7025,RAG04723,payment,0.7008,RAG00504,payment,0.6954,RAG00624,payment,0.695,RAG04912,payment,0.6946
GLD0089,74596,@AmazonHelp Why do you require my Aadhar card details for your investigation? For a fraud committed by your seller why should I put my privacy at risk? || @AmazonHelp Hi. Could you please provide an update. Would be useful if you could let me know by when I can expect a refund of the money for which I received trash. || @AmazonHelp @115821 @115851 curious to know if ripping off customers by providing well packed trash instead of the ordered product is part of your self proclaimed India strategy to provide a superior customer experience. || @AmazonHelp More than happy to keep an eye out. Just hope that it is not an automated generic message asking me to wait longer like the ones u have mailed me earlier. || @AmazonHelp Await your response. As required by you have also replied to your earlier generic email.,payment,payment,0.7942,1,1,1.0,29.13,1,1,1,1,RAG00859,RAG00905,payment,0.682,RAG00534,payment,0.6755,RAG02228,account_access,0.6749,RAG03924,security_fraud,0.6672,RAG03925,security_fraud,0.6436,RAG01676,return_replacement,0.6392,RAG00934,refund,0.6383,RAG00758,payment,0.637,RAG04851,payment,0.6277
GLD0090,176496,"@AmazonHelp Oui. Pour le remboursement des frais de retour par un vendeur Marketplace. Qui s'est fait tirer l'oreille pour rembourser une commande (il m'a fallu faire intervenir Amazon A à Z). Et qui traîne des pieds pour rembourser les frais de retour comme prévu dans sa propre politique || @AmazonHelp Le vendeur avait promis dans un mail (visible sur le site d'Amazon) de rembourser ces frais de retour. Ce qu'il n'a pas fait (2 relances). Amazon n'a pas non plus joué son rôle jusqu'à Z mais seulement jusqu'à X ou Y. Déçu par le vendeur, d'habitude super. Déçu aussi par Amazon. || @AmazonHelp Comme expliqué précédemment le vendeur s'était engagé à prendre en charge les frais de retour. L'adresse de retour était en France. Je ne comprends pas pourquoi vous insistez. C'est pourtant simple: le vendeur n'a pas respecté son engagement. || @AmazonHelp Mon tweet initial n'était pas une question. Juste une constatation pour avertir la communauté du caractère trompeur (pour moi) de ""A à Z"". Je ne vais pas me mettre la rate au court-bouillon pour 6,10€. En ce qui me concerne, affaire classée. Et je suis toujours client Amazon.",payment,technical_app,0.6718,6,0,0.16666666666666666,35.47,0,0,0,1,RAG03243,RAG02723,prime_membership,0.6549,RAG03010,technical_app,0.6501,RAG03126,technical_app,0.6436,RAG02892,prime_membership,0.6436,RAG00893,payment,0.6299,RAG03922,security_fraud,0.6297,RAG03101,technical_app,0.6295,RAG03233,technical_app,0.6204,RAG04952,delivery_shipping,0.6116
GLD0091,1715336,@AmazonHelp 1.Purchased honor 6x 2 days back fr 13999 and deliverd yesterday being a prime member i opted foe next day delivery today as i see the price || @AmazonHelp Please remove my prime membership i dont need this and you be happy ..you lost a loyal customer,prime_membership,delivery_shipping,0.6847,2,0,0.5,15.49,0,1,1,1,RAG00387,RAG02822,prime_membership,0.6821,RAG02691,prime_membership,0.6763,RAG02620,prime_membership,0.6752,RAG02634,prime_membership,0.675,RAG02557,prime_membership,0.6749,RAG02718,prime_membership,0.6742,RAG02538,prime_membership,0.6707,RAG02653,prime_membership,0.6683,RAG02817,prime_membership,0.6665
GLD0092,470765,"@AmazonHelp Out for delivery for past 2 days?!  Maybe tye elves are still making them ?? || @AmazonHelp Nominated delivery date still didn't arrive.  Well done @115830 why am I paying for a prime membership https://t.co/9bN5L4Osrt || @AmazonHelp Lost faith in your services to be fair this is not the only time this has happened,  no longer will I pay to be a prime member as a result.",prime_membership,prime_membership,0.7792,1,1,1.0,21.12,1,1,1,1,RAG02691,RAG02634,prime_membership,0.7648,RAG00256,delivery_shipping,0.7534,RAG04664,prime_membership,0.7499,RAG00387,delivery_shipping,0.7462,RAG02822,prime_membership,0.7422,RAG02716,prime_membership,0.7402,RAG00010,delivery_shipping,0.7346,RAG00298,delivery_shipping,0.7292,RAG00100,delivery_shipping,0.7261
GLD0093,2728060,"@AmazonHelp Two currently late orders, going to be 2 days late at minimum. Already spoke with Customer Service through chat, but honestly just getting very frustrated at how many times I've had to do that in the last few months. @118706 and @115817 both used, unfortunately. || @AmazonHelp I was not given any explanation, just that they should arrive by tomorrow (2 days late) and my Prime membership was extended by one month for the inconvenience. I'm just wondering if this is going to be common now, what with it happening so often lately. || @AmazonHelp Yes, but these ""unforeseen events"" have happened more in the last few months than they have in the many years I've been a Prime member. And I've just been informed by @118706 that they have not even received my packages from you yet. It has been three days since I placed the order. || @AmazonHelp They said tomorrow. But this was also when I was told that this was a USPS issue, when it's not. I'm just so confused why there is a ""guaranteed arrival date"" that is not guaranteed at all.",prime_membership,delivery_shipping,0.8495,4,0,0.25,36.23,0,0,1,1,RAG00076,RAG00027,delivery_shipping,0.8233,RAG00298,delivery_shipping,0.8132,RAG02651,prime_membership,0.8063,RAG04664,prime_membership,0.8062,RAG02486,account_access,0.8023,RAG00177,delivery_shipping,0.8008,RAG00085,delivery_shipping,0.7973,RAG02787,prime_membership,0.7927,RAG00010,delivery_shipping,0.7927
GLD0094,1777696,"@AmazonHelp Every time i order any product, it is not being delivered on promised time. Every time it is getting delayed by your courier services || @AmazonHelp I have cancelled all the orders which were getting delayed and i will make sure, that i am not going to place any order on amazon. || @AmazonHelp Already reported this multiple times to your customer service executives. But did not get any improvement in this regards. Now it would be better if you guys cancel my prime membership and return the amount that you guys have charged for being a prime member || @AmazonHelp My registered mobile number is 9643319501. You can track all the issues and orders now || @AmazonHelp I updated all the details required by you on the link shared by you. And after that i did not get any uodate. This kind of service is provided by #AmazonPrime @AmazonHelp @115821 @115850",prime_membership,prime_membership,0.76,1,1,1.0,31.72,1,1,1,1,RAG04664,RAG00298,delivery_shipping,0.7541,RAG02768,prime_membership,0.7289,RAG00387,delivery_shipping,0.7269,RAG02651,prime_membership,0.7263,RAG02810,prime_membership,0.7238,RAG02887,prime_membership,0.7205,RAG02634,prime_membership,0.7181,RAG02609,prime_membership,0.7178,RAG02653,prime_membership,0.7176
GLD0095,629541,"@AmazonHelp I already talk with ur customer care 3 times but they completely fail to help me. Kindly shut your customer care unit or properly trained them. Even ur customer care are not capable to give me compliant no. So give some responsibility to them. 
#bullshit_service #buckshot_Amazon || @AmazonHelp What does it means .
Is Amazon deliver my product tomorrow at my address or not. 
If yes then send me expected time of delivery. 
Is your delivery agent's mobile no. is on or switched off as today.
@118702 @133462 @206651 @4030 @115821 https://t.co/uxKCKosgM0 || @AmazonHelp I send the details at link provided by you.

NOW 

Tell me the policy . If u delay in delivery to a prime member then how can u compensate for such inconvenience.

First tell me how u compensate me if u delay my order as I m prime member . || @AmazonHelp Why you people don't answer my this question || @AmazonHelp But customer care said that Amazon have compensation policy . They extend my prime membership 1 month more || @AmazonHelp What confusion . Clear me about confusion . 
@AmazonHelp @118702 @4030 @14281 @29472 @29473 
#amazon_was_confused 
#confused_amazon 
#big_shame 
@115851 Amazon become confused in India . Kindly shut ur site Amazon.in",prime_membership,delivery_shipping,0.7449,2,0,0.5,34.8,0,1,1,1,RAG00203,RAG02550,prime_membership,0.7329,RAG04722,delivery_shipping,0.7238,RAG02768,prime_membership,0.7095,RAG04664,prime_membership,0.707,RAG04725,delivery_shipping,0.706,RAG00125,delivery_shipping,0.7052,RAG04803,delivery_shipping,0.6987,RAG00994,refund,0.6934,RAG00387,delivery_shipping,0.693
GLD0096,2723410,@AmazonHelp I did it. All I'm getting is empty promises and the issue keeps repeating. Let me know how to cancel Prime membership. I'm moving to flipkart advantage.,prime_membership,order_cancellation,0.6559,2,0,0.5,14.46,0,1,1,1,RAG03511,RAG02907,prime_membership,0.6386,RAG03574,order_cancellation,0.6382,RAG02945,prime_membership,0.6378,RAG02076,account_access,0.6365,RAG00555,payment,0.634,RAG03759,order_cancellation,0.63,RAG04766,prime_membership,0.6296,RAG03572,order_cancellation,0.6269,RAG02948,prime_membership,0.6256
GLD0097,538493,"@AmazonHelp No, I’ve only ever had one amazon account which is the one I am using now for prime. Prime membership appears fine on that account which is why the letter is a bit puzzling. || @AmazonHelp Yes it is referencing prime video. I have had a trial of amazon prime years ago, definitely not within the last year however.",prime_membership,prime_membership,0.7047,1,1,1.0,18.34,1,1,1,1,RAG02730,RAG02181,account_access,0.6756,RAG02942,prime_membership,0.6439,RAG02527,prime_membership,0.64,RAG00999,refund,0.6399,RAG01100,refund,0.6378,RAG02894,prime_membership,0.6184,RAG00598,payment,0.6067,RAG00736,payment,0.6039,RAG02707,prime_membership,0.6023
GLD0098,2452821,"@AmazonHelp That's my concern I am unable to buy Prime video.
Couldn't get help from CC team as well after wasting almost 1Hr on call with them. || @AmazonHelp This is the main thing of Amazon prime &amp; I think everyone knew it.
I just want to buy Prime membership from Amazon Prime App is it possible?",prime_membership,technical_app,0.6997,2,0,0.5,18.27,0,1,1,1,RAG03246,RAG02934,prime_membership,0.6952,RAG02527,prime_membership,0.6763,RAG00736,payment,0.6632,RAG02615,prime_membership,0.6628,RAG01151,refund,0.6532,RAG01100,refund,0.6515,RAG04831,delivery_shipping,0.6486,RAG00999,refund,0.6395,RAG02899,prime_membership,0.6357
GLD0099,512367,"@AmazonHelp I'm speaking to a member of your life chat team now. || @AmazonHelp I've been told they only see 0.00 for ""card verification""...

I see 1.00 for Prime membership. Your girl Varsha is lying to me.

I want my pound back, you sneaky buggers.",prime_membership,refund,0.5122,6,0,0.16666666666666666,17.65,0,0,0,1,RAG01269,RAG03826,order_cancellation,0.4949,RAG00632,payment,0.4938,RAG00494,payment,0.493,RAG00622,payment,0.4929,RAG02676,prime_membership,0.4891,RAG02877,prime_membership,0.4839,RAG02591,prime_membership,0.4807,RAG02752,prime_membership,0.4791,RAG02895,prime_membership,0.4789
GLD0100,1031541,"@AmazonHelp I have a doubt. Do I get an extension on my Prime Subscription with my Echo or not?
I already own a Prime membership. //cc: @119625 || @AmazonHelp But I still have around 6 months of subscription left. That will be added to 1 year free subscription. Right? || @AmazonHelp This T&amp;C clause from Amazon says something else. Please clarify. Link: https://t.co/seLQlRbckq https://t.co/JA8WY7mzji",prime_membership,prime_membership,0.81,1,1,1.0,23.64,1,1,1,1,RAG02863,RAG02941,prime_membership,0.7313,RAG02848,prime_membership,0.6577,RAG00830,payment,0.6316,RAG02680,prime_membership,0.6308,RAG02962,prime_membership,0.596,RAG02527,prime_membership,0.5927,RAG00638,payment,0.5859,RAG02754,prime_membership,0.5856,RAG02625,prime_membership,0.5812
GLD0101,2347756,@AmazonHelp Yep. It just arrived today... || @AmazonHelp USPS was assigned the delivery. I can't even remember the last time something arrived when checkout said it would. || @AmazonHelp I have not had a chance to do that but would appreciate if you could. I pay a lot of money for my Prime Membership &amp; have been a member for years..  the shipping time has definitely been sub par compared to the past...,prime_membership,delivery_shipping,0.7631,2,0,0.5,21.41,0,1,1,1,RAG00298,RAG02691,prime_membership,0.7109,RAG02557,prime_membership,0.7104,RAG02699,prime_membership,0.7095,RAG02799,prime_membership,0.7086,RAG02544,prime_membership,0.7075,RAG00256,delivery_shipping,0.7033,RAG00387,delivery_shipping,0.7027,RAG00411,delivery_shipping,0.7025,RAG02651,prime_membership,0.6995
GLD0102,2882574,"@AmazonHelp Yea, same day delivery didn’t get delivered TWICE. After leaving delivery instructions, even though even when I haven’t I usually get a phone call. Also my previous package with 2 day delivery was a day late. What’s the point in being a prime member? || @AmazonHelp Texas, USA so I guess @115821. || @AmazonHelp I will not. I’ve already talked to someone. I’m sure y’all will be no help just like the person I talked to was. || @AmazonHelp Well since I’ve already tried talking to you guys on the phone. Let’s try email then. But the refund for my echo dot has already been initiated... first step to erase @115821 from my life...Next is the cancellation of my PRIME membership.",prime_membership,order_cancellation,0.7376,2,0,0.5,32.75,0,1,1,1,RAG03511,RAG04664,prime_membership,0.7091,RAG00289,delivery_shipping,0.7085,RAG00298,delivery_shipping,0.7047,RAG00836,payment,0.704,RAG02557,prime_membership,0.7016,RAG04722,delivery_shipping,0.6867,RAG02870,prime_membership,0.685,RAG04766,prime_membership,0.6841,RAG02653,prime_membership,0.6838
GLD0103,1505488,@AmazonHelp Absolutely no reason given on any of the occasions that I have rung this week and last week || @AmazonHelp I have numerous emails and all they state is “we’re sorry to tell you there may be a delay in delivering your order”. No actual reason given? || @AmazonHelp Back to #StillWaiting nothing new there then.  If it doesn’t turn up today I will be demanding a full refund. || @AmazonHelp #stillwaiting @115830 after being a prime member for 10+ years I definitely won’t be renewing my prime membership #notworththemoney || @AmazonHelp Yes I know but I have been waiting since yesterday when it was supposed to be delivered!,prime_membership,prime_membership,0.8275,1,1,1.0,28.92,1,1,1,1,RAG04664,RAG00298,delivery_shipping,0.814,RAG02651,prime_membership,0.7942,RAG02887,prime_membership,0.7927,RAG02486,account_access,0.7902,RAG00100,delivery_shipping,0.7873,RAG00027,delivery_shipping,0.785,RAG02653,prime_membership,0.7756,RAG02691,prime_membership,0.7748,RAG02634,prime_membership,0.7734
GLD0104,389953,"@AmazonHelp Am on the call with them .. you guys have ruined the experience !!! Shame on u !! @115851 || @AmazonHelp @115851 no need to call me .. you have killed the surprise and what a treatment to a prime member - wish u guys get to the bottom !! || @AmazonHelp @115851 have already shared my details .. what else do u need to further spoil my experience ? || @AmazonHelp @115851 the status still says on the way - This is laughable !! https://t.co/3nBMazoDUE || @AmazonHelp Yes I saw a scripted response @115851 , My confidence in ur credibility has taken a significant hit !! Will not renew my prime membership || @AmazonHelp @115851 and you want to be Earth's best customer centric company-Great vision but r u serious?u need 48hrs more for my order !!",prime_membership,prime_membership,0.7803,1,1,1.0,31.25,1,1,1,1,RAG02857,RAG00879,payment,0.7243,RAG03559,order_cancellation,0.7191,RAG02653,prime_membership,0.7064,RAG02538,prime_membership,0.7049,RAG02456,account_access,0.7018,RAG02810,prime_membership,0.6953,RAG00836,payment,0.695,RAG04896,prime_membership,0.6911,RAG02620,prime_membership,0.6894
